id,vin,Code,是否一致
585	,LFWSRXSJ8KFA24485	,000905002	,不一致,
586	,LRDV7PEC1KR013129	,2204130003	,一致,2204130003	
587	,LZGCR2R67LX034110	,2204150004	,一致,2204150004	
588	,LFWSRXSH9HAC01225	,000713004	,一致,000713004	
589	,LGAG4DY39H8035834	,1496798528012423168	,不一致,
590	,LGAG4DY30K8046969	,1496798528012423168	,不一致,
591	,LGAG4DY36J8020374	,1496798528012423168	,不一致,
592	,LGAG4DY32L8048451	,1496799335411748864	,不一致,
593	,LFNKRXSP5MFA02732	,1494121909745487872	,不一致,
594	,LFWSRXSJ1H1E05116	,000905001	,不一致,
595	,LFWSRXRJ5JAD22929	,000701048	,一致,000701048	
596	,LFWSRXSJ5H1F07356	,000905001	,不一致,
597	,LGAG4DY3XH8034949	,1496798528012423168	,不一致,
598	,LFWSRXRJ3JAD22933	,000701048	,不一致,
599	,LFWSRXSJ7JAD43212	,000701031	,不一致,
600	,LGAX3BG45K1005117	,1496752851630821376	,一致,1496752851630821376	
601	,LZ5R4DD35HB012685	,1498839462392762368	,一致,1498839462392762368	
602	,LGAG4DY33J3H08901	,1496797742134071296	,不一致,
603	,LGAG4DY36J8015935	,1496798105683759104	,不一致,1496805496940793856
604	,LGAG4DY3XH8049872	,1496800758773977088	,不一致,
605	,LFNAHRLM7JAC35177	,000718002	,一致,000718002	
606	,LFNMVXRX6L1F31645	,000905027	,不一致,
607	,LGAG4DY3XL8039092	,1496798105683759104	,不一致,1496805496940793856
608	,LFWSRXSJ4H1E20676	,000905001	,不一致,
609	,LGAX5D65XL8K48978	,1496755679619321856	,不一致,1496796962442317824
610	,LGAG4DY34H3044261	,1496798869546209280	,一致,1496798869546209280	
611	,LZZ1CLWB7MD790577	,000602017	,一致,000602017	
612	,LRDV6PDC6JH603464	,001017019	,一致,001017019	
613	,LRDV6PDC4JH603463	,001017019	,一致,001017019	
614	,LFWSRXSJ4KFA24483	,000905002	,不一致,
615	,LGAG4DY38M9030094	,1496799335411748864	,不一致,
616	,LFWSRXSJ1L1E21549	,000905002	,一致,000905002	
617	,LZGCR2R66LX026984	,2204150004	,不一致,
618	,LZGCR2R69LX034125	,2204150004	,不一致,
619	,LZGCR2R61LX034121	,2204150004	,不一致,
620	,LZGJLGU43LX098513	,001109024	,一致,001109024	
621	,LZGCR2R61LX034118	,2204150004	,一致,2204150004	
622	,LFWSRXPJ0G1F45844	,000905004	,一致,000905004	
623	,LGAG4DY38M9044240	,1496766801646850048	,一致,1496766801646850048	
624	,LZZ1CLWBXMW792652	,000602017	,一致,000602017	
625	,LZGJLGU45LX098531	,001109018	,一致,001109018	
626	,LFNFVUNS8MAC01105	,1501830745482727424	,一致,1501830745482727424	
627	,00001220121300817	,000805002	,不一致,
628	,LGAG4DY31M9044239	,1496766801646850048	,一致,1496766801646850048	
629	,LFWSRXSJ8L1F19302	,1484089337892179968	,不一致,
630	,LZZ1BXNAXKN515280	,2204180026	,一致,2204180026	
631	,LJ18R4CL0H3302884	,2205060007	,一致,2205060007	
632	,LFWSRURH3JAC23389	,000714016	,一致,000714016	
633	,LRDS6PEB4KR007645	,1493393364031246336	,一致,1493393364031246336	
634	,LFWSRURH0JAC16867	,000714016	,一致,000714016	
635	,LRDS6PEB5LT052453	,001001001	,一致,001001001	
636	,LRDS6PEB0GT009080	,2205060006	,一致,2205060006	
637	,LZGJLGU40LX005141	,001109018	,一致,001109018	
638	,LFNMVXSS1LAD29486	,2204090001	,一致,2204090001	
639	,LFNMVXSS1J1F29233	,2205060008	,一致,2205060008	
640	,LZZ1BLSF5KD580343	,2204260002	,一致,2204260002	
641	,LZFH25W48LD048893	,000822001	,一致,000822001	
642	,LFWSRXSJ3JAD30280	,000701040	,一致,000701040	
643	,LGAG4DY36L8044077	,1496799335411748864	,一致,1496799335411748864	
644	,LFWSRXSJ9KFA06402	,000905002	,一致,000905002	
645	,LFWSRXSJ1KFA23811	,000905002	,一致,000905002	
646	,LFWSRXSJXLAE12106	,000701055	,一致,000701055	
647	,LFWSRXSJ3LAF06862	,000701057	,一致,000701057	
648	,LZZ1BLSF1KD580341	,2205100001	,一致,2205100001	
649	,LZZ1BLSF7KD580344	,2205100001	,一致,2205100001	
650	,LZZ1BLSF9KD580345	,2205100001	,一致,2205100001	
651	,LGAG4DY31K8033096	,1496801068657545216	,一致,1496801068657545216	
